Gender,Marital_Status,Employment_Type,Education_Level,Loan_Purpose,Age,Loan_Amount,Tenure_Months,Income
Male,Widowed,Self-employed,Diploma,Personal,32,143172,30,1944420
Male,Married,Unemployed,PhD,Education,44,251225,13,827766
Male,Married,Unemployed,PhD,Business,63,203069,6,1416750
Male,Single,Salaried,Bachelor,Education,24,824604,25,591797
Male,Married,Self-employed,Master,Housing,20,816564,49,118653
Female,Single,Self-employed,PhD,Business,46,783221,28,742289
Male,Married,Unemployed,Bachelor,Medical,61,814631,37,1490346
Male,Divorced,Self-employed,Bachelor,Business,41,570897,16,316186
Female,Divorced,Self-employed,Diploma,Business,20,184037,44,1292222
Female,Married,Salaried,Bachelor,Personal,37,673376,52,1397921
Female,Married,Unemployed,PhD,Personal,63,442995,59,1846218
Male,Single,Salaried,Master,Medical,32,506013,29,1636880
Female,Divorced,Salaried,Bachelor,Housing,42,304025,16,337166
Female,Divorced,Self-employed,Master,Housing,47,747954,34,1854898
Male,Married,Salaried,PhD,Personal,31,820904,59,602226
Female,Married,Salaried,Master,Education,24,510098,31,1273326
Male,Single,Salaried,Bachelor,Business,34,717173,21,954603
Female,Single,Unemployed,PhD,Housing,61,765728,40,310710
Male,Widowed,Salaried,PhD,Business,37,267803,25,1330896
Male,Divorced,Unemployed,High School,Medical,53,701381,51,898152
Female,Married,Salaried,Master,Housing,26,326275,8,1466234
Male,Widowed,Salaried,Bachelor,Education,55,689447,6,762165
Female,Married,Self-employed,PhD,Education,39,22828,58,1755922
Male,Divorced,Salaried,Diploma,Medical,19,989114,52,1175054
Female,Widowed,Unemployed,Master,Housing,41,893096,6,1503953
Female,Divorced,Self-employed,Master,Medical,25,526835,22,988193
Male,Widowed,Unemployed,PhD,Housing,28,666761,7,1225677
Female,Married,Salaried,Bachelor,Housing,30,811625,34,1455419
Male,Single,Self-employed,Diploma,Business,34,233461,25,1814860
Male,Single,Self-employed,High School,Personal,25,448080,11,1593103
Male,Widowed,Self-employed,Master,Personal,38,423523,13,1459993
Female,Married,Unemployed,High School,Business,35,374662,34,1828244
Female,Divorced,Unemployed,High School,Medical,47,291755,53,1855064
Female,Married,Unemployed,Bachelor,Education,35,709151,56,638033
Female,Single,Unemployed,PhD,Personal,63,939454,38,1094385
Male,Divorced,Self-employed,High School,Personal,64,348384,8,1230859
Female,Widowed,Salaried,Bachelor,Personal,48,249719,40,443445
Male,Married,Salaried,Diploma,Personal,55,742763,10,1479692
Male,Widowed,Salaried,High School,Business,49,799177,32,491758
Male,Married,Self-employed,Master,Education,28,851675,49,1200065
Male,Widowed,Salaried,Master,Housing,62,276010,17,606107
Male,Married,Self-employed,High School,Education,42,697605,25,97779
Female,Married,Unemployed,PhD,Personal,50,447940,50,1836357
Female,Married,Unemployed,Diploma,Education,55,925113,25,1452964
Female,Widowed,Salaried,Bachelor,Education,58,605642,14,639872
Female,Married,Salaried,Diploma,Housing,25,61374,44,1511742
Male,Single,Self-employed,PhD,Housing,28,124397,9,1769109
Female,Single,Self-employed,High School,Business,39,258552,56,1347391
Female,Divorced,Salaried,PhD,Personal,41,396721,59,894464
Female,Single,Self-employed,PhD,Housing,58,433332,24,427218
Male,Divorced,Salaried,PhD,Medical,34,877461,43,1459993
Male,Married,Self-employed,Diploma,Personal,29,890006,32,864468
Male,Married,Self-employed,Bachelor,Education,63,947951,50,1353533
Female,Widowed,Salaried,High School,Education,49,302575,48,1694220
Female,Widowed,Unemployed,Diploma,Personal,32,421124,18,195364
Male,Widowed,Self-employed,Diploma,Medical,33,39336,18,577340
Female,Married,Self-employed,Bachelor,Medical,39,837424,27,1405097
Female,Married,Unemployed,Bachelor,Education,45,65350,33,1297486
Female,Widowed,Self-employed,Master,Business,37,603849,57,379963
Male,Single,Unemployed,PhD,Personal,50,520470,52,1998697
Female,Single,Salaried,Diploma,Education,27,848387,58,1075607
Male,Divorced,Unemployed,Diploma,Housing,57,71240,50,1245268
Female,Married,Unemployed,High School,Personal,49,685453,27,1129037
Female,Divorced,Self-employed,PhD,Personal,50,409371,48,1905758
Male,Widowed,Self-employed,Master,Medical,19,580895,24,1065930
Female,Divorced,Salaried,Diploma,Housing,50,960991,13,1108048
Female,Divorced,Self-employed,Master,Education,50,721028,57,905695
Male,Married,Self-employed,PhD,Business,58,948467,13,162036
Male,Widowed,Self-employed,High School,Personal,30,191196,47,238674
Female,Divorced,Unemployed,Bachelor,Medical,47,325014,31,337667
Female,Single,Salaried,PhD,Housing,50,459763,53,1784702
Male,Divorced,Salaried,High School,Personal,30,598398,56,939694
Female,Single,Self-employed,Diploma,Personal,43,194626,31,640348
Female,Married,Salaried,Bachelor,Medical,39,686296,28,1369799
Female,Married,Salaried,Bachelor,Personal,56,389039,48,713759
Female,Single,Unemployed,PhD,Business,19,538714,18,1421446
Female,Single,Self-employed,Bachelor,Education,55,754199,33,1453626
Female,Widowed,Salaried,High School,Housing,56,824038,14,1377252
Male,Widowed,Self-employed,Master,Personal,43,451048,25,959121
Male,Widowed,Salaried,High School,Education,63,562439,24,1574149
Female,Single,Unemployed,Diploma,Personal,32,283452,53,93162
Male,Married,Unemployed,High School,Housing,51,250853,44,323497
Female,Married,Self-employed,Bachelor,Personal,59,990026,56,162313
Female,Divorced,Self-employed,Diploma,Business,61,788883,17,78477
Female,Divorced,Salaried,Diploma,Housing,57,186743,20,1778506
Female,Married,Self-employed,Master,Personal,28,100306,36,136373
Male,Widowed,Salaried,Diploma,Housing,20,759468,19,743464
Female,Married,Self-employed,Bachelor,Housing,23,903416,16,768730
Female,Divorced,Unemployed,Diploma,Business,26,536492,31,1627415
Male,Divorced,Salaried,Diploma,Personal,23,102769,47,118359
Male,Divorced,Salaried,PhD,Housing,26,97265,32,1546672
Male,Married,Self-employed,High School,Business,56,827563,16,1242564
Male,Married,Salaried,Diploma,Personal,48,62428,43,1224726
Female,Widowed,Self-employed,High School,Medical,49,568158,39,523919
Female,Married,Unemployed,Diploma,Education,58,637835,48,1795381
Male,Divorced,Self-employed,High School,Medical,29,770278,24,1408356
Female,Single,Unemployed,High School,Personal,25,59067,11,1565719
Male,Married,Salaried,Master,Education,25,986089,51,866117
Female,Divorced,Salaried,PhD,Medical,45,772371,57,887566
Male,Divorced,Unemployed,PhD,Personal,37,122217,43,401060
Female,Single,Salaried,Diploma,Medical,64,949111,54,1206543
Female,Single,Salaried,High School,Medical,24,428184,47,144455
Female,Widowed,Self-employed,PhD,Education,28,633222,33,1881699
Male,Widowed,Self-employed,PhD,Housing,37,152980,6,1559639
Male,Widowed,Self-employed,Master,Education,33,953927,40,1273981
Female,Married,Salaried,Diploma,Housing,21,512367,45,289646
Female,Single,Unemployed,PhD,Business,23,346851,13,239937
Male,Married,Unemployed,Master,Medical,39,219329,57,522312
Male,Single,Self-employed,Master,Education,43,267354,59,886188
Male,Married,Salaried,High School,Medical,20,533406,52,435007
Female,Widowed,Unemployed,High School,Education,58,71215,12,111192
Female,Single,Self-employed,PhD,Business,59,721195,16,241758
Male,Widowed,Self-employed,Diploma,Medical,31,321573,44,885165
Female,Divorced,Self-employed,PhD,Personal,28,878584,9,1333737
Male,Single,Unemployed,Bachelor,Education,35,642336,30,862425
Female,Widowed,Self-employed,Diploma,Medical,29,179530,17,1784428
Female,Divorced,Unemployed,Diploma,Personal,40,187241,31,1774917
Female,Single,Salaried,Diploma,Personal,29,148731,43,336287
Male,Divorced,Self-employed,High School,Education,30,463830,51,1097635
Male,Widowed,Unemployed,High School,Business,42,774265,17,765637
Male,Married,Self-employed,Diploma,Housing,62,349384,48,1205620
Female,Widowed,Salaried,Bachelor,Personal,36,436009,56,1603749
Female,Widowed,Salaried,Bachelor,Personal,63,123688,58,231062
Male,Divorced,Salaried,PhD,Housing,53,318617,42,1751270
Male,Divorced,Self-employed,PhD,Personal,62,893194,51,506104
Male,Divorced,Unemployed,Diploma,Housing,25,754748,58,119351
Female,Widowed,Self-employed,Bachelor,Education,46,500834,29,1589164
Male,Widowed,Unemployed,PhD,Business,49,903388,21,1803935
Male,Divorced,Salaried,PhD,Education,61,390596,18,284085
Female,Married,Unemployed,Master,Housing,35,721111,30,808171
Male,Married,Unemployed,Bachelor,Medical,23,922743,59,548095
Female,Widowed,Salaried,PhD,Personal,35,744275,59,120309
Male,Married,Unemployed,Master,Medical,36,981758,57,979950
Male,Single,Salaried,Diploma,Housing,39,279150,59,736093
Male,Widowed,Self-employed,Diploma,Business,54,259243,9,1217732
Female,Married,Salaried,PhD,Business,49,608506,16,388144
Male,Married,Salaried,Diploma,Personal,58,206416,37,1540424
Male,Single,Unemployed,PhD,Education,20,961344,54,71576
Female,Single,Unemployed,Diploma,Business,45,566718,12,1626184
Male,Widowed,Self-employed,PhD,Personal,27,33091,51,716110
Female,Divorced,Self-employed,High School,Medical,52,791413,16,677290
Male,Divorced,Self-employed,Diploma,Business,46,960487,33,1283111
Male,Widowed,Unemployed,Diploma,Personal,32,558277,59,1125148
Female,Divorced,Unemployed,High School,Medical,50,85451,46,1085865
Female,Widowed,Unemployed,High School,Housing,24,28990,28,1378668
Female,Single,Salaried,Master,Housing,29,362414,50,1618690
Female,Single,Unemployed,Master,Medical,47,876792,28,690816
Female,Married,Salaried,High School,Medical,38,260541,55,744186
Female,Divorced,Salaried,Master,Medical,48,832513,33,139051
Female,Divorced,Self-employed,PhD,Housing,41,676393,48,864299
Female,Widowed,Salaried,High School,Medical,37,380416,52,1289879
Male,Single,Unemployed,Bachelor,Personal,54,812673,31,1845292
Male,Divorced,Salaried,PhD,Personal,21,134932,30,1880276
Female,Single,Unemployed,Master,Education,45,278083,59,253305
Female,Divorced,Unemployed,PhD,Business,61,123000,34,1405398
Female,Married,Salaried,Master,Business,37,712922,24,1992569
Female,Widowed,Self-employed,High School,Education,41,569351,38,1897971
Male,Married,Salaried,Diploma,Business,49,503216,41,507576
Female,Married,Self-employed,Bachelor,Medical,58,742081,19,623722
Female,Married,Salaried,High School,Education,53,692405,19,116617
Female,Widowed,Self-employed,Master,Medical,51,519850,40,691857
Male,Single,Unemployed,High School,Business,53,447985,35,1830248
Female,Divorced,Salaried,PhD,Business,19,843550,33,1982360
Female,Divorced,Self-employed,Master,Housing,32,94703,22,916164
Male,Married,Unemployed,High School,Housing,51,505164,8,560874
Female,Widowed,Salaried,Master,Business,53,424841,21,1468368
Female,Married,Salaried,Master,Housing,23,770084,51,1180070
Female,Divorced,Unemployed,Diploma,Personal,56,662845,35,1842841
Male,Divorced,Salaried,Diploma,Housing,59,299220,57,651513
Female,Divorced,Salaried,High School,Medical,29,263317,34,132867
Female,Married,Unemployed,PhD,Personal,20,205877,50,218600
Male,Married,Unemployed,Bachelor,Medical,62,841037,20,829957
Male,Single,Unemployed,Master,Medical,35,356709,51,1963980
Female,Married,Self-employed,Master,Housing,57,491725,30,1557394
Male,Married,Unemployed,High School,Housing,38,835553,56,932693
Male,Divorced,Salaried,Master,Housing,32,992605,43,665036
Male,Single,Salaried,Bachelor,Personal,50,827865,47,304265
Male,Divorced,Salaried,Bachelor,Business,52,577597,52,569493
Female,Married,Salaried,High School,Business,43,863900,58,214404
Male,Married,Salaried,PhD,Housing,25,447470,59,960913
Female,Married,Salaried,Master,Personal,53,863725,57,703817
Female,Widowed,Unemployed,Diploma,Education,47,368402,43,1046433
Female,Widowed,Self-employed,Bachelor,Personal,40,965357,28,534353
Female,Married,Unemployed,High School,Education,59,834837,30,314395
Male,Single,Unemployed,Master,Business,61,994156,47,1984116
Female,Widowed,Salaried,PhD,Education,31,577815,12,732387
Female,Widowed,Unemployed,PhD,Housing,31,873659,27,1195958
Male,Married,Self-employed,Bachelor,Personal,19,927996,22,529767
Female,Married,Salaried,Diploma,Medical,54,758778,23,59583
Male,Single,Self-employed,PhD,Medical,22,149883,54,624675
Female,Single,Salaried,High School,Housing,55,627632,46,1383824
Female,Married,Self-employed,PhD,Education,62,165344,15,586512
Male,Married,Unemployed,Diploma,Medical,58,475226,15,897056
Female,Single,Self-employed,Diploma,Housing,64,757852,12,1547850
Male,Married,Self-employed,Bachelor,Medical,31,581441,53,1989328
Male,Divorced,Unemployed,Diploma,Business,56,118042,55,1326020
Male,Divorced,Salaried,High School,Medical,42,64110,43,996803
Male,Widowed,Self-employed,Master,Housing,37,155051,32,1439292
Female,Married,Unemployed,PhD,Business,19,775419,57,921901
Male,Married,Unemployed,High School,Education,56,773461,38,1962936
Female,Married,Salaried,PhD,Education,23,38328,6,1565266
Male,Single,Salaried,Master,Housing,34,647199,49,1364861
Female,Single,Unemployed,High School,Education,42,285011,58,728710
Female,Married,Self-employed,Bachelor,Education,45,69234,39,518298
Female,Divorced,Salaried,Master,Housing,19,822283,9,1955879
Female,Single,Unemployed,PhD,Housing,52,827711,22,186149
Male,Single,Self-employed,Master,Housing,54,782791,9,620303
Male,Divorced,Unemployed,Master,Business,22,237135,48,1038651
Male,Widowed,Self-employed,Diploma,Education,18,607690,59,1026684
Female,Widowed,Self-employed,High School,Housing,57,811881,31,1270505
Male,Widowed,Self-employed,Bachelor,Education,29,348365,9,806556
Male,Single,Salaried,Master,Medical,53,885512,6,1289488
Male,Single,Unemployed,Diploma,Personal,62,539739,12,896334
Female,Single,Unemployed,Master,Housing,40,97178,35,1104153
Female,Widowed,Self-employed,Diploma,Personal,64,968820,55,856434
Female,Divorced,Salaried,Diploma,Medical,48,990568,14,100711
Female,Divorced,Unemployed,Diploma,Personal,28,860193,40,613739
Female,Married,Unemployed,Bachelor,Personal,27,246562,13,543027
Female,Widowed,Unemployed,High School,Medical,20,311014,29,754463
Female,Married,Unemployed,Master,Housing,31,368710,24,471863
Male,Single,Unemployed,PhD,Housing,33,395893,41,609119
Female,Single,Self-employed,Master,Business,27,133765,55,1347978
Male,Married,Self-employed,Master,Medical,46,397025,57,1854240
Female,Widowed,Unemployed,PhD,Business,27,958377,48,1981506
Female,Widowed,Unemployed,High School,Housing,29,138389,32,294942
Female,Divorced,Unemployed,High School,Education,47,723987,37,145119
Male,Single,Salaried,High School,Personal,58,207227,19,903262
Female,Married,Unemployed,Master,Personal,18,502402,23,1441352
Female,Single,Unemployed,High School,Medical,22,821804,33,873265
Male,Married,Salaried,Diploma,Medical,37,800074,34,1866330
Female,Widowed,Self-employed,High School,Medical,25,270220,21,798224
Male,Widowed,Unemployed,Master,Personal,60,431217,40,1909406
Female,Married,Self-employed,High School,Personal,29,306208,52,1092137
Female,Single,Salaried,Bachelor,Housing,18,760186,36,1684418
Female,Married,Unemployed,High School,Personal,37,810554,9,100755
Female,Single,Salaried,Master,Medical,45,952324,42,985210
Male,Married,Self-employed,Master,Personal,60,78431,22,1251988
Female,Single,Salaried,Master,Personal,54,65745,44,901426
Male,Single,Salaried,Master,Medical,64,60081,53,1686748
Male,Single,Unemployed,High School,Housing,54,998406,51,920793
Male,Single,Self-employed,PhD,Housing,29,936215,31,1640346
Male,Single,Unemployed,PhD,Housing,54,226204,53,1152801
Male,Single,Unemployed,High School,Medical,61,946297,44,239921
Female,Single,Salaried,High School,Business,45,411415,46,1697718
Female,Divorced,Self-employed,High School,Education,64,610541,9,1664120
Female,Married,Unemployed,Diploma,Business,32,308335,35,290617
Male,Single,Unemployed,Diploma,Business,23,806643,35,1207297
Female,Widowed,Unemployed,High School,Business,61,121086,27,655398
Male,Married,Self-employed,PhD,Education,37,466285,16,163606
Male,Widowed,Unemployed,Bachelor,Education,31,984250,7,1637514
Male,Divorced,Salaried,Master,Business,19,424758,49,1275766
Male,Married,Self-employed,High School,Education,26,434528,17,1127506
Female,Widowed,Self-employed,High School,Business,54,448458,35,791067
Male,Married,Unemployed,PhD,Personal,37,898403,41,310102
Male,Single,Unemployed,Bachelor,Education,43,628071,23,1461120
Male,Married,Self-employed,PhD,Education,46,659969,31,1372521
Female,Divorced,Salaried,PhD,Business,18,622181,58,1674224
Male,Divorced,Self-employed,Diploma,Personal,52,982892,12,1972916
Female,Single,Unemployed,High School,Personal,23,509797,6,197631
Female,Divorced,Salaried,Diploma,Education,54,168763,31,1393054
Female,Divorced,Self-employed,PhD,Business,22,612248,28,286545
Female,Widowed,Salaried,PhD,Business,50,880820,31,1111864
Female,Widowed,Self-employed,High School,Personal,31,32601,50,1776334
Male,Divorced,Self-employed,Diploma,Personal,29,421236,11,1305878
Female,Widowed,Salaried,PhD,Education,59,149227,11,1897199
Female,Married,Salaried,PhD,Education,37,734479,49,330195
Female,Widowed,Salaried,Diploma,Business,41,702137,13,1160291
Male,Divorced,Salaried,Diploma,Education,60,291854,29,1109313
Female,Married,Self-employed,Diploma,Personal,51,380858,27,1688004
Female,Married,Self-employed,Diploma,Medical,42,689892,24,1779187
Female,Single,Unemployed,Diploma,Housing,46,663015,42,1280623
Female,Single,Unemployed,Diploma,Personal,56,946105,23,317291
Female,Widowed,Unemployed,PhD,Housing,48,597515,36,1673372
Female,Widowed,Unemployed,Master,Education,64,670327,42,1412944
Male,Single,Salaried,Master,Business,60,618577,35,1380363
Male,Married,Unemployed,PhD,Personal,40,161094,47,1399687
Female,Single,Unemployed,Diploma,Housing,61,446679,38,1066354
Male,Married,Unemployed,Diploma,Housing,55,740031,15,153535
Male,Married,Salaried,Master,Personal,37,802154,42,1925741
Male,Single,Self-employed,PhD,Housing,40,692773,17,1097861
Female,Married,Salaried,PhD,Medical,62,877482,59,1051507
Male,Single,Salaried,Master,Education,33,512648,35,1395528
Male,Widowed,Self-employed,Bachelor,Business,59,768108,32,1611014
Female,Single,Salaried,Bachelor,Education,25,771282,44,772648
Female,Married,Salaried,Master,Personal,38,489083,14,633247
Female,Single,Unemployed,Diploma,Housing,18,355740,59,445065
Female,Widowed,Unemployed,PhD,Housing,25,863164,26,380322
Male,Divorced,Salaried,Bachelor,Housing,46,415513,17,772496
Male,Single,Self-employed,PhD,Housing,49,78323,34,1290388
Female,Widowed,Salaried,Master,Personal,55,295960,38,1210831
Male,Divorced,Unemployed,Diploma,Personal,22,574983,48,660610
Female,Married,Self-employed,Master,Business,64,422918,58,1929573
Male,Single,Self-employed,Master,Medical,39,428458,20,987687
Female,Divorced,Salaried,PhD,Education,64,65841,7,1607098
Female,Single,Salaried,Bachelor,Personal,51,400642,57,1099708
Male,Married,Salaried,Diploma,Medical,18,208784,44,1792195
Female,Married,Unemployed,Bachelor,Education,43,117096,58,801972
Male,Single,Unemployed,Master,Medical,60,102764,49,1948676
Female,Married,Unemployed,Diploma,Education,27,456790,59,309427
Male,Widowed,Salaried,Master,Education,47,620032,23,1530355
Male,Divorced,Self-employed,PhD,Housing,35,824914,8,1584019
Female,Single,Self-employed,PhD,Education,34,543459,12,1731699
Female,Widowed,Self-employed,Diploma,Housing,43,635043,48,192003
Male,Single,Salaried,Master,Housing,25,502148,23,832516
Male,Divorced,Unemployed,Master,Housing,64,642413,49,1696033
Female,Married,Unemployed,High School,Personal,57,927154,43,310529
Female,Single,Salaried,PhD,Housing,29,378226,42,493855
Female,Widowed,Self-employed,Master,Business,44,13696,38,303608
Female,Divorced,Unemployed,Diploma,Personal,25,136310,49,808673
Male,Divorced,Unemployed,Master,Personal,42,947562,36,764261
Female,Widowed,Self-employed,Diploma,Education,63,685673,16,1723281
Female,Single,Salaried,Master,Personal,21,815581,9,1623908
Male,Widowed,Self-employed,Master,Medical,50,926496,23,227763
Male,Widowed,Salaried,High School,Personal,18,849953,9,281807
Female,Single,Salaried,Master,Education,36,55740,54,74363
Female,Divorced,Salaried,Bachelor,Personal,48,116611,39,1407414
Male,Divorced,Unemployed,PhD,Medical,33,408172,34,444798
Male,Married,Salaried,PhD,Housing,31,478947,29,1034348
Female,Divorced,Unemployed,Diploma,Housing,22,485828,27,1906309
Male,Divorced,Unemployed,Diploma,Housing,58,783210,7,1435049
Male,Single,Self-employed,Master,Housing,43,338785,49,51620
Female,Widowed,Unemployed,Bachelor,Medical,45,598099,11,1422944
Female,Divorced,Salaried,Master,Housing,19,455376,47,1548447
Female,Divorced,Unemployed,Master,Personal,23,716673,30,1193995
Male,Divorced,Salaried,Diploma,Personal,26,597520,26,742894
Male,Single,Salaried,High School,Medical,50,811849,21,1595288
Female,Single,Salaried,High School,Medical,58,690089,36,1825565
Male,Divorced,Unemployed,Master,Housing,42,122492,19,1940864
Female,Married,Salaried,Bachelor,Housing,30,40099,44,230324
Male,Married,Unemployed,High School,Personal,26,763494,33,1416529
Male,Divorced,Salaried,PhD,Housing,30,433177,37,1645123
Female,Widowed,Unemployed,PhD,Business,48,940106,33,70655
Female,Divorced,Self-employed,Master,Medical,58,652762,56,999133
Male,Widowed,Unemployed,PhD,Housing,28,281400,54,500400
Male,Married,Self-employed,Master,Business,21,489336,14,1120178
Female,Married,Salaried,Master,Medical,51,777876,50,922377
Female,Married,Salaried,PhD,Business,55,568969,27,716470
Female,Divorced,Self-employed,Master,Medical,63,101328,37,1985854
Female,Widowed,Self-employed,Diploma,Medical,21,752800,10,1441538
Female,Divorced,Salaried,Diploma,Business,55,992293,28,977699
Male,Single,Salaried,Master,Housing,36,315505,10,575825
Female,Widowed,Salaried,PhD,Business,23,467719,47,460354
Female,Widowed,Salaried,High School,Education,51,44540,58,1879074
Male,Single,Self-employed,High School,Business,35,167608,37,751562
Male,Divorced,Unemployed,Diploma,Education,30,94700,15,221236
Male,Divorced,Salaried,Diploma,Personal,58,990547,44,962977
Male,Married,Unemployed,PhD,Business,40,350676,20,139743
Female,Married,Salaried,Diploma,Medical,36,721935,12,497875
Female,Widowed,Self-employed,High School,Business,62,399770,34,1184731
Female,Married,Unemployed,PhD,Personal,28,406087,52,1188422
Female,Married,Self-employed,PhD,Housing,18,56002,8,808795
Male,Divorced,Self-employed,Bachelor,Education,41,59812,24,1391282
Female,Single,Self-employed,PhD,Education,24,425842,15,864468
Female,Divorced,Self-employed,Diploma,Medical,42,725339,33,1814688
Female,Single,Self-employed,Diploma,Education,38,267906,34,910665
Female,Married,Self-employed,Bachelor,Medical,32,118946,20,657337
Female,Married,Salaried,High School,Medical,18,76668,40,289647
Male,Divorced,Salaried,Diploma,Personal,29,109003,11,1429401
Male,Widowed,Self-employed,Bachelor,Personal,24,745430,17,339962
Male,Divorced,Unemployed,Master,Medical,32,230462,52,898964
Female,Widowed,Salaried,Diploma,Housing,38,839430,43,1046140
Male,Married,Unemployed,PhD,Business,36,729174,18,369849
Male,Widowed,Unemployed,High School,Business,46,638889,34,594392
Male,Married,Self-employed,PhD,Personal,42,973111,24,436480
Male,Married,Salaried,Master,Business,50,279956,8,1750768
Female,Single,Self-employed,Bachelor,Housing,49,71844,13,1954611
Male,Divorced,Unemployed,Diploma,Business,52,735453,13,1725363
Female,Single,Unemployed,Diploma,Personal,61,405395,25,895457
Female,Single,Self-employed,Master,Personal,55,709158,52,1850200
Male,Divorced,Self-employed,PhD,Education,43,84601,9,1917325
Female,Single,Unemployed,High School,Medical,28,935779,56,474632
Male,Married,Self-employed,Master,Education,52,978078,26,1271660
Male,Single,Self-employed,PhD,Medical,25,320001,8,1622732
Female,Single,Self-employed,Bachelor,Business,63,397699,50,1990593
Female,Single,Unemployed,High School,Business,31,504700,13,1559837
Female,Divorced,Self-employed,Bachelor,Personal,27,292844,28,1775336
Female,Single,Salaried,Diploma,Business,19,792215,21,1408990
Female,Divorced,Self-employed,PhD,Education,63,442680,18,1301717
Male,Married,Unemployed,High School,Housing,26,183423,8,693703
Male,Divorced,Unemployed,Master,Medical,20,103330,53,1541625
Female,Single,Salaried,Master,Education,38,235391,14,1293292
Female,Widowed,Unemployed,High School,Business,43,223606,19,1703070
Male,Divorced,Salaried,PhD,Business,25,417085,18,1430188
Female,Married,Salaried,Diploma,Business,19,201387,58,1080403
Female,Single,Salaried,High School,Business,23,251133,12,1289121
Female,Divorced,Self-employed,Diploma,Personal,45,496904,20,1013313
Male,Widowed,Salaried,High School,Business,46,424170,12,481544
Male,Divorced,Self-employed,Master,Personal,43,696915,43,1528576
Female,Divorced,Salaried,PhD,Medical,42,335497,39,1122299
Female,Married,Self-employed,Bachelor,Housing,29,485406,46,897078
Female,Widowed,Self-employed,PhD,Medical,22,448242,27,771615
Female,Divorced,Salaried,PhD,Business,51,372916,29,1622938
Female,Divorced,Self-employed,Master,Education,54,188048,54,1878109
Male,Married,Unemployed,High School,Housing,32,363646,42,1387218
Male,Single,Salaried,PhD,Business,61,386087,49,1819458
Female,Widowed,Salaried,PhD,Education,53,381994,6,1719745
Female,Widowed,Self-employed,Bachelor,Personal,32,579383,15,1512333
Male,Married,Unemployed,Diploma,Personal,60,155342,48,620217
Female,Married,Unemployed,Diploma,Housing,40,696268,21,173199
Male,Married,Self-employed,High School,Personal,23,811955,51,1330101
Female,Married,Salaried,PhD,Housing,63,72433,13,1386748
Female,Married,Salaried,PhD,Personal,61,974572,54,79545
Male,Married,Unemployed,Master,Personal,60,554279,30,1702433
Female,Single,Unemployed,Bachelor,Education,62,282919,55,81673
Male,Widowed,Unemployed,High School,Education,38,481017,17,474190
Female,Single,Salaried,High School,Personal,40,357139,30,502115
Female,Married,Self-employed,Diploma,Business,60,988754,22,1514889
Female,Widowed,Salaried,PhD,Personal,33,157745,31,938943
Female,Divorced,Salaried,High School,Education,64,657096,51,1453864
Female,Divorced,Unemployed,Bachelor,Education,32,692416,53,1425544
Female,Married,Unemployed,Bachelor,Medical,42,147686,19,73525
Male,Divorced,Salaried,PhD,Housing,53,17415,46,632092
Male,Married,Unemployed,Bachelor,Medical,28,780326,41,196115
Female,Married,Self-employed,Diploma,Education,32,447100,28,616134
Female,Married,Salaried,PhD,Personal,21,944468,48,1175837
Male,Single,Self-employed,Diploma,Medical,38,965230,11,807600
Female,Married,Self-employed,Master,Medical,30,788493,52,550827
Male,Divorced,Self-employed,Bachelor,Business,39,309188,10,1282676
Female,Widowed,Salaried,PhD,Education,36,722509,48,1914491
Male,Married,Unemployed,Bachelor,Education,51,178616,30,57265
Female,Single,Salaried,Bachelor,Housing,31,59976,23,859195
Male,Single,Unemployed,Diploma,Education,21,435468,18,1305300
Male,Widowed,Salaried,PhD,Personal,63,275976,48,65733
Female,Widowed,Salaried,PhD,Education,44,231883,19,948628
Female,Divorced,Unemployed,High School,Housing,46,221509,33,1713902
Female,Married,Self-employed,Master,Business,64,506965,23,349564
Male,Divorced,Unemployed,Master,Personal,45,830580,33,1076281
Female,Divorced,Salaried,Master,Medical,52,988744,56,714607
Male,Single,Salaried,Diploma,Housing,25,773529,32,508365
Female,Widowed,Self-employed,PhD,Housing,33,528823,37,1119634
Female,Single,Unemployed,Master,Housing,59,229526,52,296301
Female,Widowed,Self-employed,PhD,Personal,53,908662,14,1395649
Male,Widowed,Self-employed,Diploma,Housing,47,357220,45,1051675
Male,Single,Unemployed,Bachelor,Medical,35,980963,37,212434
Male,Single,Self-employed,PhD,Education,19,834834,25,660777
Male,Divorced,Unemployed,PhD,Education,30,723087,33,1707528
Female,Widowed,Self-employed,High School,Medical,21,48578,38,1801292
Female,Married,Self-employed,Master,Personal,43,624741,9,127597
Female,Divorced,Salaried,Master,Personal,42,425534,51,1095384
Male,Married,Unemployed,High School,Business,47,872147,39,1891049
Male,Single,Self-employed,Diploma,Housing,28,218859,53,128209
Female,Single,Self-employed,Master,Education,24,121435,8,1880973
Female,Single,Salaried,High School,Business,48,750389,31,1291517
Male,Single,Salaried,High School,Business,61,161538,13,1774995
Male,Divorced,Salaried,PhD,Medical,27,892174,11,674152
Male,Married,Salaried,High School,Education,56,55475,21,198620
Female,Single,Unemployed,Diploma,Housing,30,856574,29,1506870
Female,Divorced,Self-employed,Bachelor,Personal,48,750520,53,1497211
Male,Widowed,Salaried,Diploma,Education,24,167636,44,216562
Male,Widowed,Self-employed,PhD,Medical,59,163484,35,257158
Male,Married,Salaried,Bachelor,Housing,59,103526,50,689446
Male,Single,Self-employed,PhD,Medical,53,61001,18,1026264
